Timestamp,Tweets_per_second,EMA,Growth,Threshold
1402607238,4,3.463750861,0.2095415711,1.5
1402607239,2,3.197614341,0.1070259495,1.5
1402607240,3,3.161684461,0.08695623527,1.5
1402607241,2,2.950469104,-0.0504288154,1.5
1402607242,6,3.504929267,0.01553524111,1.5
1402607243,4,3.594942128,0.1278471542,1.5
1402607244,3,3.486770832,0.1733886324,1.5
1402607245,3,3.398267044,0.1416168163,1.5
1402607246,2,3.144036672,-0.05996192353,1.5
1402607247,8,4.026939096,0.1625949028,1.5
1402607248,2,3.658404715,0.1441044243,1.5
1402607249,1,3.175058403,0.004230005363,1.5
1402607250,6,3.688684148,0.2502026009,1.5
1402607251,2,3.381650666,-0.03517292113,1.5
1402607252,3,3.312259636,-0.07863339142,1.5
1402607253,3,3.255485157,-0.06633234187,1.5
1402607255,3,3.20903331,-0.05568536301,1.5
1402607256,5,3.534663617,0.1242437623,1.5
1402607257,3,3.437452051,-0.1463858854,1.5
1402607258,8,4.267006223,0.1663570753,1.5
1402607259,1,3.673005092,0.156830718,1.5
1402607260,2,3.368822348,-0.08671433693,1.5
1402607261,5,3.665400103,0.08390855956,1.5
1402607262,3,3.544418266,0.07009071004,1.5
1402607263,5,3.80906949,0.1700466464,1.5
1402607264,2,3.480147765,0.0844847742,1.5
1402607265,3,3.392848171,-0.04012134154,1.5
1402607266,3,3.321421231,-0.0337548911,1.5
1402607267,3,3.262981007,-0.235299684,1.5
1402607268,2,3.033348097,-0.1741508599,1.5
1402607269,4,3.209102988,-0.04741103657,1.5
1402607270,3,3.171084263,-0.134859995,1.5
1402607272,3,3.139978033,-0.1141062375,1.5
1402607273,5,3.478163846,-0.08687309211,1.5
1402607274,2,3.209406783,-0.07779582947,1.5
1402607275,5,3.534969186,0.04188840984,1.5
1402607276,1,3.074065698,-0.07447279831,1.5
1402607277,3,3.060599207,-0.0620235912,1.5
1402607278,1,2.685944806,-0.114528,1.5
1402607279,2,2.561227568,-0.2018867647,1.5
1402607280,6,3.18645892,0.004848391019,1.5
1402607281,3,3.152557298,0.004006163178,1.5
1402607282,2,2.943001425,-0.1538634877,1.5
1402607283,9,4.044273894,0.2601312851,1.5
1402607284,3,3.854405913,0.09036478404,1.5
1402607285,2,3.517241201,0.1441659182,1.5
1402607286,4,3.605015528,0.1778789984,1.5
1402607287,6,4.040467251,0.5043001784,1.5
1402607288,3,3.851291387,0.5036896504,1.5
1402607289,3,3.696511135,0.1600686618,1.5
1402607290,8,4.478963656,0.4207398098,1.5
1402607291,3,4.210061173,0.4305331749,1.5
1402607292,8,4.89914096,0.2113771442,1.5
1402607293,1,4.19020624,0.08712116323,1.5
1402607294,5,4.337441469,0.2331942054,1.5
1402607295,2,3.912452111,0.08528023802,1.5
1402607296,3,3.746551727,-0.07274295405,1.5
1402607297,2,3.428996868,-0.1096501087,1.5
1402607298,2,3.169179255,-0.1426566457,1.5
1402607299,1,2.774783027,-0.3804854783,1.5
1402607300,5,3.179367931,-0.2448166901,1.5
1402607301,1,2.783119216,-0.4319168933,1.5
1402607303,3,2.822552086,-0.3263930402,1.5
1402607304,5,3.218451707,-0.2579838299,1.5
1402607305,3,3.178733215,-0.1875342817,1.5
1402607306,3,3.146236267,-0.1602314619,1.5
1402607307,4,3.301466036,-0.03719187745,1.5
1402607308,1,2.883017666,-0.09029517303,1.5
1402607309,2,2.722469,-0.01885337594,1.5
1402607310,5,3.136565545,-0.01346254573,1.5
1402607312,2,2.929917264,0.05274587118,1.5
1402607313,3,2.94265958,0.04255279969,1.5
1402607314,1,2.589448747,-0.1954365071,1.5
1402607315,4,2.845912611,-0.1047022764,1.5
1402607316,6,3.419383046,0.08681699523,1.5
1402607317,2,3.161313401,-0.04245163629,1.5
1402607318,5,3.495620055,0.2124865194,1.5
1402607319,5,3.769143682,0.3844578881,1.5
1402607320,9,4.720208467,0.5048971236,1.5
1402607321,2,4.225625109,0.4422335951,1.5
1402607322,2,3.820965998,0.2984736749,1.5
1402607323,4,3.853517635,0.4881613855,1.5
1402607324,2,3.516514429,0.2356368269,1.5
1402607325,6,3.96805726,0.1604600032,1.5
1402607326,3,3.792046849,0.1995162668,1.5
1402607327,2,3.466220149,-0.008410498189,1.5
1402607328,4,3.563271031,-0.05462053662,1.5
1402607329,3,3.460858116,-0.2667997313,1.5
1402607330,6,3.922520277,-0.07173017585,1.5
1402607331,5,4.118425681,0.07784934043,1.5
1402607332,4,4.096893739,0.06315686787,1.5
1402607333,1,3.53382215,0.004921840047,1.5
1402607334,3,3.436763577,-0.1338926451,1.5
1402607335,3,3.357352018,-0.1146332966,1.5
1402607336,6,3.837833469,0.107209959,1.5
1402607337,7,4.412772838,0.2384050497,1.5
1402607338,3,4.15590505,0.2008308084,1.5
1402607339,2,3.763922313,-0.04043266892,1.5
1402607340,1,3.261390984,-0.208097648,1.5
1402607341,4,3.395683532,-0.1711565522,1.5
1402607342,3,3.323741072,-0.05944868463,1.5
1402607343,2,3.083060877,-0.1029173793,1.5
1402607344,2,2.886140717,-0.1403520685,1.5
1402607345,2,2.725024223,-0.2899576688,1.5
1402607346,6,3.320474365,-0.2475310907,1.5
1402607348,2,3.080388116,-0.2587924701,1.5
1402607349,3,3.065772095,-0.1854847576,1.5
1402607350,1,2.690177169,-0.1751442307,1.5
1402607351,3,2.746508593,-0.1911765137,1.5
1402607352,7,3.519870667,0.05900868655,1.5
1402607353,1,3.061712364,-0.00692445397,1.5
1402607354,6,3.595946479,0.245935951,1.5
1402607355,3,3.487592574,0.279839109,1.5
1402607356,2,3.217121197,-0.03112602485,1.5
1402607357,1,2.814008252,-0.08647607195,1.5
1402607358,3,2.847824933,-0.07109046433,1.5
1402607359,1,2.511856764,-0.0662857477,1.5
1402607360,4,2.782428261,0.01307830191,1.5
1402607361,1,2.458350396,-0.3015793396,1.5
1402607362,3,2.556832142,-0.1649012585,1.5
1402607363,2,2.455589934,-0.3171227802,1.5
1402607364,2,2.372755401,-0.3196580878,1.5
1402607365,2,2.304981692,-0.283526622,1.5
1402607366,2,2.249530475,-0.2005956368,1.5
1402607367,4,2.567797661,-0.09833022703,1.5
1402607368,4,2.828198086,0.1259392364,1.5
1402607369,7,3.586707525,0.289056604,1.5
1402607370,2,3.298215248,0.3416375688,1.5
1402607371,1,2.88035793,0.1265338397,1.5
1402607372,3,2.902111034,0.1818386259,1.5
1402607373,3,2.919909028,0.2305984118,1.5
1402607374,5,3.298107386,0.4308605567,1.5
1402607375,5,3.607542407,0.6036868348,1.5
1402607376,3,3.497080151,0.3618986433,1.5
1402607377,5,3.770338305,0.3331238443,1.5
1402607378,2,3.448458614,-0.03854479652,1.5
1402607379,2,3.185102502,-0.03429513766,1.5
1402607380,4,3.333265683,0.1572400946,1.5
1402607381,2,3.090853741,0.06503634942,1.5
1402607383,3,3.074334879,0.05288721324,1.5
1402607384,1,2.697183083,-0.1822027706,1.5
1402607385,2,2.570422522,-0.28748654,1.5
1402607386,3,2.648527518,-0.242646035,1.5
1402607387,1,2.348795242,-0.377033292,1.5
1402607388,2,2.285377925,-0.3372755246,1.5
1402607389,4,2.597127394,-0.1846016284,1.5
1402607390,4,2.85219514,-0.144324092,1.5
1402607391,2,2.697250569,-0.127344483,1.5
1402607392,5,3.115932284,0.013530538,1.5
1402607393,2,2.913035505,0.08002883585,1.5
1402607394,2,2.74702905,0.06870719725,1.5
1402607395,2,2.611205586,-0.01409157805,1.5
1402607396,1,2.318259116,-0.01300076134,1.5
1402607397,1,2.07857564,-0.09048931598,1.5
1402607398,3,2.246107342,-0.1351570402,1.5
1402607399,2,2.201360553,-0.2281872578,1.5
1402607400,2,2.164749543,-0.1974236403,1.5
1402607401,6,2.862067808,-0.08147304013,1.5
1402607402,3,2.887146388,-0.008887333057,1.5
1402607403,3,2.907665227,0.05847633,1.5
1402607404,5,3.288089731,0.2592228466,1.5
1402607405,3,3.23570978,0.3957498357,1.5
1402607406,1,2.829217093,0.3611326131,1.5
1402607407,1,2.496632167,0.111537334,1.5
1402607408,1,2.224517227,0.0105192558,1.5
1402607409,1,2.001877731,-0.07523817805,1.5
1402607410,6,2.728809053,-0.04656030669,1.5
1402607411,2,2.596298316,-0.1007389419,1.5
1402607412,1,2.306062259,-0.2069024187,1.5
1402607413,2,2.250414575,-0.3155860213,1.5
1402607415,3,2.386702834,-0.2623866179,1.5
1402607416,6,3.043665955,0.07579795245,1.5
1402607417,1,2.672090327,0.0702779379,1.5
1402607418,5,3.095346631,0.3914689413,1.5
1402607419,1,2.714374516,0.3559142368,1.5
1402607420,3,2.766306423,0.01374129477,1.5
1402607421,3,2.808796164,0.0818464683,1.5
1402607422,2,2.661742316,0.1542369708,1.5
1402607423,2,2.541425531,0.1293143758,1.5
1402607424,3,2.624802707,0.09976100487,1.5
1402607425,1,2.329384033,-0.2346781587,1.5
1402607426,1,2.087677845,-0.2187098526,1.5
1402607427,6,2.799009146,-0.0957364458,1.5
1402607428,3,2.835552938,0.04464322098,1.5
1402607429,2,2.683634222,-0.02988540966,1.5
1402607430,1,2.377518909,-0.1535452307,1.5
1402607431,2,2.308879107,-0.1325685085,1.5
1402607432,5,2.798173815,0.1010253028,1.5
1402607433,1,2.471233121,-0.05850709677,1.5
1402607434,3,2.567372554,0.1021680054,1.5
1402607435,1,2.282395726,0.09327008037,1.5
1402607436,5,2.776505594,-0.008039828093,1.5
1402607437,4,2.998959122,0.05762762608,1.5
1402607439,5,3.362784736,0.2530711932,1.5
1402607440,5,3.660460239,0.5396135128,1.5
1402607441,4,3.722194741,0.6121219726,1.5
1402607442,2,3.409068424,0.2183190358,1.5
1402607444,5,3.698328711,0.4965519355,1.5
1402607445,3,3.571359854,0.3910563346,1.5
1402607446,2,3.285658063,0.4395654642,1.5
1402607447,2,3.051902051,0.09918815145,1.5
1402607448,3,3.042465315,0.0145070975,1.5
1402607450,2,2.852926167,-0.1516179624,1.5
1402607451,3,2.879666864,-0.2133047006,1.5
1402607452,2,2.719727434,-0.2693215635,1.5
1402607453,3,2.770686082,-0.1872600554,1.5
1402607454,3,2.812379522,-0.2395539332,1.5
1402607456,3,2.846492336,-0.2029668104,1.5
1402607457,7,3.601675548,0.09618088036,1.5
1402607458,2,3.310461812,0.08472085805,1.5
1402607459,3,3.25401421,0.06953206464,1.5
1402607460,4,3.38964799,0.1881302886,1.5
1402607461,2,3.136984719,0.08935681364,1.5
1402607462,1,2.748442043,0.01055789948,1.5
1402607463,2,2.612361671,-0.05714267377,1.5
1402607464,3,2.682841367,-0.04605998351,1.5
1402607465,2,2.558688392,-0.1011082801,1.5
1402607466,3,2.638926866,-0.2673057773,1.5
1402607467,3,2.704576527,-0.1830213788,1.5
1402607468,3,2.758289885,-0.1523423969,1.5
1402607469,1,2.438600815,-0.2805740234,1.5
1402607470,2,2.358855213,-0.2480501424,1.5
1402607471,6,3.020881538,0.09912506453,1.5
1402607473,4,3.198903076,0.2245253448,1.5
1402607474,3,3.16273888,0.1788765892,1.5
1402607475,1,2.769513629,0.08239582384,1.5
1402607476,5,3.175056606,0.2031620304,1.5
1402607477,4,3.325046314,0.2294147647,1.5
1402607478,2,3.084128802,0.1181307732,1.5
1402607479,4,3.250650838,0.3329983398,1.5
1402607480,3,3.205077959,0.358742979,1.5
1402607481,1,2.804154693,-0.07174291393,1.5
1402607482,3,2.839762931,-0.1122697802,1.5
1402607483,2,2.687078762,-0.1503950015,1.5
1402607484,2,2.56215535,-0.07487173084,1.5
1402607485,1,2.278127105,-0.2824924442,1.5
1402607487,5,2.773013086,-0.1660227185,1.5
1402607488,2,2.632465252,-0.1464476937,1.5
1402607489,3,2.699289752,-0.1696155982,1.5
1402607490,2,2.57214616,-0.1974778169,1.5
1402607491,1,2.286301404,-0.1846735812,1.5
1402607492,1,2.052428421,-0.2772536048,1.5
1402607493,1,1.861077799,-0.3073973767,1.5
1402607494,4,2.249972745,-0.1218437459,1.5
1402607495,2,2.204523155,-0.03230897425,1.5
1402607496,2,2.167337127,-0.2184179953,1.5
1402607497,2,2.136912195,-0.1882467611,1.5
1402607498,1,1.930200887,-0.2849226782,1.5
1402607499,1,1.761073453,-0.3153291677,1.5
1402607500,3,1.986332825,-0.1312025521,1.5
1402607501,6,2.716090493,0.3233545514,1.5
1402607502,2,2.585892222,0.3894594962,1.5
1402607504,4,2.843002727,0.2635720735,1.5
1402607505,4,3.053365867,0.38504595,1.5
1402607506,2,2.861844801,0.3204428444,1.5
1402607507,1,2.523327564,0.1808288475,1.5
1402607508,2,2.428177098,0.2579919089,1.5
1402607509,6,3.077599444,0.7475701761,1.5
1402607510,1,2.69985409,0.3592153624,1.5
1402607511,2,2.572607892,-0.05282688532,1.5
1402607512,3,2.650315548,0.02491338422,1.5
1402607513,3,2.713894539,-0.04541261471,1.5
1402607515,1,2.40227735,-0.2132363252,1.5
1402607516,1,2.147317832,-0.2496735561,1.5
1402607517,3,2.302350954,-0.0875734937,1.5
1402607518,7,3.156468962,0.2999335859,1.5
1402607519,4,3.309838242,0.07546102153,1.5
1402607521,4,3.435322198,0.2724103165,1.5
1402607522,3,3.356172707,0.3045799624,1.5
1402607523,3,3.291414033,0.241895153,1.5
1402607524,2,3.056611482,0.1262823361,1.5
1402607525,2,2.864500303,0.1924103196,1.5
1402607526,1,2.525500248,0.1761185095,1.5
1402607527,5,2.975409294,0.2923352495,1.5
1402607528,1,2.616243968,-0.171148521,1.5
1402607529,5,3.049654155,-0.07860930572,1.5
1402607530,7,3.767898854,0.09681090669,1.5
1402607531,4,3.810099063,0.1352511909,1.5
1402607532,4,3.844626506,0.1680774485,1.5
1402607533,1,3.327421687,0.08859817695,1.5
1402607534,3,3.267890471,0.1408239221,1.5
1402607535,5,3.582819476,0.4186573448,1.5
1402607536,2,3.295034117,0.1074221364,1.5
1402607537,1,2.877755187,0.09995674028,1.5
1402607539,1,2.536345153,-0.1683171195,1.5
1402607540,1,2.25700967,-0.4009898467,1.5
1402607541,2,2.210280639,-0.4198889312,1.5
1402607542,1,1.990229614,-0.4823347311,1.5
1402607543,1,1.810187866,-0.4559788219,1.5
1402607544,1,1.662880981,-0.4911454358,1.5
1402607545,3,1.90599353,-0.4680185416,1.5
1402607546,1,1.741267434,-0.4715479804,1.5
1402607547,3,1.9701279,-0.315394197,1.5
1402607548,3,2.157377373,-0.1494149088,1.5
1402607549,2,2.128763305,-0.05682136271,1.5
1402607550,1,1.923533613,-0.1297333112,1.5
1402607551,1,1.755618411,-0.1178814753,1.5
1402607552,3,1.981869609,0.0948419477,1.5
1402607554,2,1.985166044,0.1938112625,1.5
1402607555,5,2.533317672,0.3291323564,1.5
1402607556,1,2.254532641,0.294765294,1.5
1402607557,1,2.026435797,0.02858083309,1.5
1402607559,2,2.021629288,-0.06292273491,1.5
1402607561,2,2.017696691,-0.0521742433,1.5
1402607562,1,1.832660929,-0.04724257692,1.5
1402607563,3,2.044904396,0.1647772565,1.5
1402607564,1,1.854921779,-0.06405458244,1.5
1402607566,4,2.244936001,0.1308555312,1.5
1402607567,2,2.200402182,-0.1314148215,1.5
1402607568,5,2.709419967,0.2017656868,1.5
1402607569,3,2.762252701,0.363108915,1.5
1402607570,2,2.623661301,0.2977954541,1.5
1402607572,4,2.8739047,0.4243492165,1.5
1402607573,3,2.896831119,0.5806694371,1.5
1402607574,5,3.279225461,0.6036082013,1.5
1402607575,2,3.046639013,0.6424622581,1.5
1402607576,4,3.219977374,0.4343292519,1.5
1402607577,2,2.998163306,0.3625524144,1.5
1402607578,1,2.634860887,-0.02751846569,1.5
1402607579,1,2.337613453,-0.1537293266,1.5
1402607580,4,2.639865552,0.006176198109,1.5
1402607581,1,2.341708179,-0.1851823831,1.5
1402607583,2,2.279579419,-0.2130782479,1.5
1402607585,2,2.228746798,-0.320343531,1.5
1402607586,1,2.005338289,-0.3417867098,1.5
1402607587,3,2.186185873,-0.3210555173,1.5
1402607588,2,2.152333896,-0.2821158569,1.5
1402607589,1,1.942818642,-0.2626484944,1.5
1402607590,5,2.498669798,0.06889776618,1.5
1402607591,4,2.771638926,0.04991669865,1.5
1402607592,4,2.994977303,0.2789711926,1.5
1402607593,3,2.995890521,0.3142295,1.5
1402607594,5,3.360274062,0.5076966418,1.5
1402607595,3,3.294769687,0.6429994407,1.5
1402607596,2,3.059357017,0.399403891,1.5
1402607597,4,3.230383014,0.5008744786,1.5
1402607598,4,3.370313375,0.7347544963,1.5
1402607599,1,2.939347307,0.1763648438,1.5
1402607601,2,2.768556887,-0.001111991305,1.5
1402607602,3,2.810637453,-0.06154966497,1.5
1402607603,3,2.845067007,-0.05034346625,1.5
1402607604,2,2.69141846,-0.1990479316,1.5
1402607605,3,2.747524195,-0.1660952189,1.5
1402607606,3,2.793428887,-0.08692288238,1.5
1402607607,6,3.376441816,0.04521408205,1.5
1402607608,3,3.30799785,-0.01848953441,1.5
1402607609,2,3.070180059,0.04451081771,1.5
1402607610,3,3.057420048,0.104337087,1.5
1402607611,2,2.865161858,0.01939930185,1.5
1402607612,3,2.889677884,0.0156800793,1.5
1402607613,1,2.546100087,-0.05399322925,1.5
1402607615,1,2.26499098,-0.1756247373,1.5
1402607616,5,2.762265347,-0.0111560168,1.5
1402607617,3,2.80548983,-0.1690987193,1.5
1402607618,2,2.659037133,-0.1961793042,1.5
1402607619,2,2.5392122,-0.1729435567,1.5
1402607621,4,2.804809982,-0.08262196966,1.5
1402607622,2,2.658480894,-0.07213587705,1.5
1402607623,2,2.538757095,-0.1214394138,1.5
1402607624,1,2.258983078,-0.1127673693,1.5
1402607625,2,2.211895246,-0.02344191866,1.5
1402607627,1,1.991550655,-0.2790154438,1.5
1402607628,1,1.811268718,-0.3543841439,1.5
1402607629,2,1.845583497,-0.3059203749,1.5
1402607630,1,1.691841043,-0.3337141958,1.5
1402607631,1,1.566051762,-0.4416549526,1.5
1402607632,3,1.826769624,-0.3128520774,1.5
1402607633,5,2.403720601,-0.05319000165,1.5
1402607634,1,2.148498674,-0.04890891186,1.5
1402607635,5,2.66695346,0.2057322631,1.5
1402607636,1,2.363871013,0.1869499811,1.5
1402607637,1,2.115894465,0.1681836295,1.5
1402607638,2,2.094822744,0.1350463136,1.5
1402607639,2,2.077582245,0.228000854,1.5
1402607641,4,2.427112746,0.5498291977,1.5
1402607642,2,2.349455883,0.2861259859,1.5
1402607644,3,2.467736632,0.0266320597,1.5
1402607645,2,2.382693608,0.1090039929,1.5
1402607646,1,2.13129477,-0.2008504079,1.5
1402607647,3,2.289241175,-0.03157102782,1.5
1402607648,3,2.418470053,0.1430012661,1.5
1402607649,4,2.706020952,0.2917660741,1.5
1402607650,2,2.577653506,0.2406986593,1.5
1402607651,2,2.472625596,0.01875184827,1.5
1402607652,2,2.38669367,0.01584953631,1.5
1402607653,3,2.498203911,0.01234624446,1.5
1402607654,6,3.134894109,0.3156933393,1.5
1402607655,3,3.110367908,0.4593795056,1.5
1402607656,2,2.908482834,0.2705008388,1.5
1402607657,4,3.1069405,0.2846718928,1.5
1402607658,2,2.905678591,0.07378273946,1.5
1402607659,4,3.10464612,0.2044466459,1.5
1402607660,1,2.721983189,0.100847291,1.5
1402607661,5,3.136168064,0.3140220313,1.5
1402607662,4,3.293228416,0.3182384355,1.5
1402607663,4,3.42173234,0.09149853898,1.5
1402607666,2,3.163235551,0.01699723152,1.5
1402607667,1,2.769919996,-0.04764093348,1.5
1402607668,4,2.993570906,-0.03648914231,1.5
1402607669,2,2.81292165,-0.03192264309,1.5
1402607670,1,2.483299532,-0.200134432,1.5
1402607671,3,2.577245072,-0.05317377339,1.5
1402607673,4,2.835927786,-0.0957347539,1.5
1402607674,3,2.865759098,-0.1298025112,1.5
1402607675,3,2.890166534,-0.1553499084,1.5
1402607676,1,2.546499892,-0.1949698811,1.5
1402607677,6,3.174409002,0.1460291296,1.5
1402607678,2,2.960880093,-0.01092034037,1.5
1402607679,3,2.967992803,0.05512814507,1.5
1402607680,4,3.155630475,0.2707409777,1.5
1402607681,2,2.945515843,0.1428931908,1.5
1402607682,2,2.773603872,-0.02197655186,1.5
1402607683,1,2.451130441,-0.1446837096,1.5
1402607684,3,2.550924906,-0.1173778827,1.5
1402607685,1,2.268938559,-0.1089971899,1.5
1402607686,3,2.401858821,-0.2433681924,1.5
1402607687,4,2.692429945,-0.0906656601,1.5
1402607688,3,2.748351773,-0.07400322198,1.5
1402607689,6,3.339560542,0.05828631317,1.5
1402607690,4,3.459640443,0.1745448427,1.5
1402607691,2,3.194251272,0.1516609505,1.5
1402607692,5,3.522569222,0.4371202625,1.5
1402607693,5,3.791193,0.4862032948,1.5
1402607694,2,3.465521545,0.5273756669,1.5
1402607695,1,3.017244901,0.2562124276,1.5
1402607696,2,2.832291282,0.0519461381,1.5
1402607697,8,3.771874686,0.372413358,1.5
1402607698,1,3.26789747,-0.02145883285,1.5
1402607699,4,3.401007021,-0.01694783694,1.5
1402607700,4,3.509914835,0.09882239589,1.5
1402607701,4,3.599021229,0.02170347888,1.5
1402607702,2,3.308290096,-0.1273749196,1.5
1402607703,5,3.615873715,0.04338514934,1.5
1402607704,4,3.685714858,0.2215497843,1.5
1402607705,2,3.379221247,0.193105126,1.5
1402607706,4,3.492090111,-0.07417652958,1.5
1402607707,3,3.402619182,0.0412258075,1.5
1402607708,2,3.147597513,-0.07451013972,1.5
1402607709,4,3.302579783,-0.05907124873,1.5
1402607710,5,3.611201641,0.00338436786,1.5
1402607711,2,3.318255888,0.003012369279,1.5
1402607712,4,3.442209363,-0.04802832348,1.5
1402607713,3,3.36180766,-0.08788178412,1.5
1402607714,3,3.296024449,-0.02462010973,1.5
1402607715,2,3.06038364,-0.1236240925,1.5
1402607716,5,3.41304116,0.003062928202,1.5
1402607717,4,3.519760949,0.1182373017,1.5
1402607718,1,3.061622595,-0.07296029284,1.5
1402607719,1,2.686782123,-0.2559866796,1.5
1402607720,5,3.107367192,-0.0635540788,1.5
1402607721,3,3.087845884,-0.1029465211,1.5
1402607722,5,3.435510269,0.02192350538,1.5
1402607723,4,3.538144765,0.07345828881,1.5
1402607725,1,3.076663899,0.005319678966,1.5
1402607726,7,3.789997736,0.1104459505,1.5
1402607728,1,3.28272542,-0.06734421253,1.5
1402607729,3,3.231320798,0.05542753815,1.5
1402607730,4,3.371080653,0.254690741,1.5
1402607731,4,3.485429625,0.1216664817,1.5
1402607732,4,3.578987875,0.1590565104,1.5
1402607733,2,3.291899171,-0.0418019703,1.5
1402607735,2,3.057008412,-0.135985491,1.5
1402607736,3,3.046643246,-0.009757533975,1.5
1402607737,1,2.674526293,-0.2943198178,1.5
1402607738,4,2.915521512,-0.1118594646,1.5
1402607739,5,3.294517601,0.01955757617,1.5
1402607740,4,3.422787128,0.01533824913,1.5
1402607741,1,2.982280377,-0.1443578847,1.5
1402607742,6,3.530956672,-0.01342033123,1.5
1402607743,1,3.070782732,-0.06716986978,1.5
1402607744,6,3.60336769,0.1787235113,1.5
1402607745,3,3.493664473,0.1467258195,1.5
1402607746,2,3.222089115,0.2047326376,1.5
1402607747,4,3.363527457,0.15366237,1.5
1402607748,4,3.479249738,0.05607259074,1.5
1402607749,2,3.21029524,-0.06208153761,1.5
1402607750,2,2.99024156,0.002669495049,1.5
1402607751,6,3.537470367,0.001844739413,1.5
1402607752,2,3.257930301,0.06094458154,1.5
1402607753,1,2.847397519,-0.209795457,1.5
1402607754,4,3.056961606,-0.1249985139,1.5
1402607755,2,2.864786769,-0.1108915158,1.5
1402607756,5,3.253007356,-0.03285839127,1.5
1402607757,1,2.843369655,-0.1827635642,1.5
1402607758,2,2.690029718,-0.1620615811,1.5
1402607759,2,2.564569769,-0.1423536468,1.5
1402607760,4,2.825557084,-0.2012492571,1.5
1402607761,7,3.584546705,0.1002527293,1.5
1402607762,5,3.841901849,0.3492678224,1.5
1402607763,2,3.507010604,0.1472210175,1.5
1402607764,4,3.59664504,0.2554669266,1.5
1402607765,4,3.669982305,0.1281813729,1.5
1402607768,3,3.548167341,0.247874097,1.5
1402607769,1,3.084864188,0.1467769919,1.5
1402607770,6,3.614888881,0.4095498296,1.5
1402607771,1,3.139454539,0.1110922363,1.5
1402607772,2,2.932280986,-0.1819660259,1.5
1402607773,2,2.762775353,-0.2808834112,1.5
1402607774,3,2.805907107,-0.1999148496,1.5
1402607775,3,2.841196724,-0.2100425001,1.5
1402607776,2,2.688251865,-0.2675027722,1.5
1402607777,3,2.744933344,-0.2263799645,1.5
1402607778,3,2.7913091,-0.09515980944,1.5
1402607779,1,2.465616536,-0.3179274337,1.5
1402607780,3,2.562777166,-0.1836871233,1.5
1402607781,1,2.278635863,-0.2229135361,1.5
1402607783,3,2.409792979,-0.12776369,1.5
1402607784,4,2.698921528,-0.0381286958,1.5
1402607785,8,3.662753978,0.289158877,1.5
1402607786,5,3.905889618,0.4529477945,1.5
1402607788,1,3.377546051,0.230465599,1.5
1402607789,5,3.672537678,0.3157044051,1.5
1402607790,2,3.368439918,0.3661653665,1.5
1402607791,3,3.301450842,0.2882317224,1.5
1402607792,1,2.883005235,0.2652329763,1.5
1402607793,3,2.90427701,0.2051977227,1.5
1402607794,3,2.92168119,0.08253654646,1.5
1402607795,4,3.117739156,-0.1487991892,1.5
1402607796,3,3.096332036,-0.2072658628,1.5
1402607797,6,3.624271666,0.07304877901,1.5
1402607798,7,4.238040454,0.153981477,1.5
1402607799,1,3.649305826,0.08338159932,1.5
1402607800,1,3.167613858,-0.04053883916,1.5
1402607801,3,3.137138611,0.08814877376,1.5
1402607802,3,3.112204318,0.07159348335,1.5
1402607803,6,3.637258078,0.2449195657,1.5
1402607804,4,3.703211155,0.1877873581,1.5
1402607805,3,3.575354581,0.1547064525,1.5
1402607806,3,3.470744657,-0.04236078937,1.5
1402607807,6,3.930609265,-0.07254088115,1.5
1402607808,3,3.761407581,0.03071865168,1.5
1402607809,2,3.441151657,0.08635452787,1.5
1402607810,4,3.542760447,0.1292967529,1.5
1402607811,2,3.262258547,0.04821477444,1.5
1402607812,3,3.214575175,-0.1162092143,1.5
1402607813,3,3.175561507,-0.1424843538,1.5
1402607814,1,2.780004869,-0.2224533802,1.5
1402607815,2,2.638185802,-0.2398790282,1.5
1402607816,2,2.52215202,-0.3583305158,1.5
1402607817,2,2.427215289,-0.3547055891,1.5
1402607818,4,2.713176146,-0.2115499646,1.5
1402607819,4,2.947144119,-0.1681221004,1.5
1402607820,2,2.774936097,-0.1493819214,1.5
1402607821,6,3.361311352,0.04564714449,1.5
1402607822,5,3.659254743,0.1523173886,1.5
1402607823,1,3.175753881,0.1423555101,1.5
1402607824,4,3.325616811,0.2605695963,1.5
1402607825,3,3.266413755,0.2950899585,1.5
1402607826,5,3.581611254,0.4756050978,1.5
1402607827,1,3.11222739,0.1470790036,1.5
1402607828,3,3.09182241,0.0490910131,1.5
1402607829,1,2.711491062,-0.02286360218,1.5
1402607830,2,2.582129051,-0.2318090232,1.5
1402607832,2,2.476287405,-0.3232809467,1.5
1402607833,3,2.571507877,-0.190268524,1.5
1402607835,3,2.649415536,-0.2033310853,1.5
1402607836,4,2.894976348,-0.1137141327,1.5
1402607837,2,2.732253375,-0.2371440724,1.5
1402607838,5,3.144570943,0.01039241347,1.5
1402607839,3,3.118285317,0.008558999897,1.5
1402607841,4,3.278597078,0.2091491369,1.5
1402607842,6,3.773397609,0.4613512859,1.5
1402607843,1,3.269143498,0.3201793504,1.5
1402607844,2,3.038390135,0.181559723,1.5
1402607845,3,3.03141011,0.1441806955,1.5
1402607846,2,2.843880999,-0.01764965993,1.5
1402607847,2,2.69044809,-0.01530066177,1.5
1402607848,3,2.746730256,-0.1265166837,1.5
1402607849,3,2.7927793,-0.10438622,1.5
1402607850,5,3.194092155,-0.02577472042,1.5
1402607851,4,3.340620854,-0.1146915327,1.5
1402607852,2,3.096871608,-0.05269633796,1.5
